"Time","snap topic"
"2019-09-29","38"
"2019-10-06","36"
"2019-10-13","38"
"2019-10-20","30"
"2019-10-27","33"
"2019-11-03","45"
"2019-11-10","34"
"2019-11-17","38"
"2019-11-24","22"
"2019-12-01","61"
"2019-12-08","38"
"2019-12-15","41"
"2019-12-22","20"
"2019-12-29","31"
"2020-01-05","38"
"2020-01-12","40"
"2020-01-19","32"
"2020-01-26","34"
"2020-02-02","37"
"2020-02-09","34"
"2020-02-16","35"
"2020-02-23","31"
"2020-03-01","36"
"2020-03-08","38"
"2020-03-15","54"
"2020-03-22","63"
"2020-03-29","84"
"2020-04-05","79"
"2020-04-12","100"
"2020-04-19","62"
"2020-04-26","71"
"2020-05-03","68"
"2020-05-10","71"
"2020-05-17","65"
"2020-05-24","56"
"2020-05-31","53"
"2020-06-07","61"
"2020-06-14","51"
"2020-06-21","43"
"2020-06-28","51"
"2020-07-05","51"
"2020-07-12","50"
"2020-07-19","45"
"2020-07-26","46"
"2020-08-02","57"
"2020-08-09","53"
"2020-08-16","47"
"2020-08-23","43"
"2020-08-30","37"
"2020-09-06","41"
"2020-09-13","42"
"2020-09-20","36"
"2020-09-27","39"
