"Time","food stamps"
"2020-08-30","47"
"2020-09-06","49"
"2020-09-13","48"
"2020-09-20","52"
"2020-09-27","39"
"2020-10-04","53"
"2020-10-11","45"
"2020-10-18","77"
"2020-10-25","44"
"2020-11-01","51"
"2020-11-08","75"
"2020-11-15","70"
"2020-11-22","41"
"2020-11-29","60"
"2020-12-06","71"
"2020-12-13","68"
"2020-12-20","63"
"2020-12-27","62"
"2021-01-03","58"
"2021-01-10","62"
"2021-01-17","59"
"2021-01-24","66"
"2021-01-31","82"
"2021-02-07","63"
"2021-02-14","59"
"2021-02-21","60"
"2021-02-28","52"
"2021-03-07","50"
"2021-03-14","49"
"2021-03-21","47"
"2021-03-28","45"
"2021-04-04","46"
"2021-04-11","50"
"2021-04-18","45"
"2021-04-25","46"
"2021-05-02","58"
"2021-05-09","62"
"2021-05-16","53"
"2021-05-23","53"
"2021-05-30","61"
"2021-06-06","55"
"2021-06-13","60"
"2021-06-20","48"
"2021-06-27","47"
"2021-07-04","58"
"2021-07-11","87"
"2021-07-18","43"
"2021-07-25","40"
"2021-08-01","58"
"2021-08-08","74"
"2021-08-15","100"
"2021-08-22","72"
"2021-08-29","52"
