"Time","food stamps"
"2020-08-30","43"
"2020-09-06","66"
"2020-09-13","39"
"2020-09-20","0"
"2020-09-27","48"
"2020-10-04","50"
"2020-10-11","67"
"2020-10-18","56"
"2020-10-25","0"
"2020-11-01","58"
"2020-11-08","51"
"2020-11-15","53"
"2020-11-22","45"
"2020-11-29","56"
"2020-12-06","68"
"2020-12-13","100"
"2020-12-20","0"
"2020-12-27","45"
"2021-01-03","72"
"2021-01-10","83"
"2021-01-17","58"
"2021-01-24","75"
"2021-01-31","83"
"2021-02-07","51"
"2021-02-14","67"
"2021-02-21","0"
"2021-02-28","48"
"2021-03-07","54"
"2021-03-14","58"
"2021-03-21","0"
"2021-03-28","0"
"2021-04-04","0"
"2021-04-11","71"
"2021-04-18","54"
"2021-04-25","71"
"2021-05-02","40"
"2021-05-09","73"
"2021-05-16","66"
"2021-05-23","69"
"2021-05-30","51"
"2021-06-06","69"
"2021-06-13","52"
"2021-06-20","47"
"2021-06-27","0"
"2021-07-04","74"
"2021-07-11","88"
"2021-07-18","47"
"2021-07-25","0"
"2021-08-01","73"
"2021-08-08","49"
"2021-08-15","82"
"2021-08-22","71"
"2021-08-29","70"
