"Time","food stamps"
"2020-08-30","56"
"2020-09-06","60"
"2020-09-13","53"
"2020-09-20","49"
"2020-09-27","62"
"2020-10-04","58"
"2020-10-11","80"
"2020-10-18","38"
"2020-10-25","44"
"2020-11-01","88"
"2020-11-08","76"
"2020-11-15","78"
"2020-11-22","46"
"2020-11-29","59"
"2020-12-06","85"
"2020-12-13","62"
"2020-12-20","65"
"2020-12-27","72"
"2021-01-03","76"
"2021-01-10","84"
"2021-01-17","54"
"2021-01-24","63"
"2021-01-31","77"
"2021-02-07","100"
"2021-02-14","53"
"2021-02-21","46"
"2021-02-28","81"
"2021-03-07","61"
"2021-03-14","42"
"2021-03-21","65"
"2021-03-28","63"
"2021-04-04","73"
"2021-04-11","60"
"2021-04-18","50"
"2021-04-25","34"
"2021-05-02","56"
"2021-05-09","58"
"2021-05-16","63"
"2021-05-23","45"
"2021-05-30","68"
"2021-06-06","82"
"2021-06-13","68"
"2021-06-20","45"
"2021-06-27","71"
"2021-07-04","67"
"2021-07-11","93"
"2021-07-18","62"
"2021-07-25","64"
"2021-08-01","84"
"2021-08-08","87"
"2021-08-15","97"
"2021-08-22","58"
"2021-08-29","77"
