"Time","CalFresh"
"2019-09-29",35
"2019-10-06",37
"2019-10-13",31
"2019-10-20",28
"2019-10-27",29
"2019-11-03",33
"2019-11-10",27
"2019-11-17",25
"2019-11-24",16
"2019-12-01",31
"2019-12-08",25
"2019-12-15",22
"2019-12-22",17
"2019-12-29",26
"2020-01-05",29
"2020-01-12",28
"2020-01-19",26
"2020-01-26",26
"2020-02-02",33
"2020-02-09",26
"2020-02-16",22
"2020-02-23",22
"2020-03-01",27
"2020-03-08",28
"2020-03-15",51
"2020-03-22",62
"2020-03-29",73
"2020-04-05",85
"2020-04-12",100
"2020-04-19",72
"2020-04-26",94
"2020-05-03",76
"2020-05-10",84
"2020-05-17",95
"2020-05-24",65
"2020-05-31",60
"2020-06-07",62
"2020-06-14",54
"2020-06-21",46
"2020-06-28",50
"2020-07-05",50
"2020-07-12",55
"2020-07-19",45
"2020-07-26",46
"2020-08-02",52
"2020-08-09",53
"2020-08-16",46
"2020-08-23",42
"2020-08-30",46
"2020-09-06",44
"2020-09-13",43
"2020-09-20",36
"2020-09-27",42
