"Time","snap topic"
"2020-08-30","49"
"2020-09-06","56"
"2020-09-13","54"
"2020-09-20","47"
"2020-09-27","48"
"2020-10-04","50"
"2020-10-11","63"
"2020-10-18","80"
"2020-10-25","56"
"2020-11-01","43"
"2020-11-08","60"
"2020-11-15","60"
"2020-11-22","50"
"2020-11-29","62"
"2020-12-06","70"
"2020-12-13","57"
"2020-12-20","56"
"2020-12-27","67"
"2021-01-03","79"
"2021-01-10","65"
"2021-01-17","68"
"2021-01-24","70"
"2021-01-31","72"
"2021-02-07","72"
"2021-02-14","62"
"2021-02-21","62"
"2021-02-28","69"
"2021-03-07","73"
"2021-03-14","55"
"2021-03-21","49"
"2021-03-28","51"
"2021-04-04","65"
"2021-04-11","58"
"2021-04-18","57"
"2021-04-25","48"
"2021-05-02","57"
"2021-05-09","60"
"2021-05-16","57"
"2021-05-23","60"
"2021-05-30","63"
"2021-06-06","69"
"2021-06-13","63"
"2021-06-20","48"
"2021-06-27","58"
"2021-07-04","69"
"2021-07-11","67"
"2021-07-18","64"
"2021-07-25","67"
"2021-08-01","70"
"2021-08-08","65"
"2021-08-15","100"
"2021-08-22","64"
"2021-08-29","80"
