"Time","food stamps"
"2025-03-30","0"
"2025-04-06","0"
"2025-04-13","0"
"2025-04-20","0"
"2025-04-27","0"
"2025-05-04","0"
"2025-05-11","0"
"2025-05-18","0"
"2025-05-25","0"
"2025-06-01","0"
"2025-06-08","0"
"2025-06-15","0"
"2025-06-22","0"
"2025-06-29","41"
"2025-07-06","30"
"2025-07-13","0"
"2025-07-20","0"
"2025-07-27","0"
"2025-08-03","0"
"2025-08-10","0"
"2025-08-17","30"
"2025-08-24","40"
"2025-08-31","0"
"2025-09-07","0"
"2025-09-14","0"
"2025-09-21","0"
"2025-09-28","0"
"2025-10-05","26"
"2025-10-12","41"
"2025-10-19","78"
"2025-10-26","100"
"2025-11-02","75"
"2025-11-09","26"
"2025-11-16","0"
"2025-11-23","0"
"2025-11-30","0"
"2025-12-07","25"
"2025-12-14","0"
"2025-12-21","0"
"2025-12-28","0"
