"Time","food stamps"
"2019-09-29","30"
"2019-10-06","33"
"2019-10-13","29"
"2019-10-20","25"
"2019-10-27","24"
"2019-11-03","34"
"2019-11-10","25"
"2019-11-17","30"
"2019-11-24","18"
"2019-12-01","56"
"2019-12-08","37"
"2019-12-15","26"
"2019-12-22","23"
"2019-12-29","28"
"2020-01-05","32"
"2020-01-12","36"
"2020-01-19","37"
"2020-01-26","26"
"2020-02-02","35"
"2020-02-09","34"
"2020-02-16","33"
"2020-02-23","33"
"2020-03-01","32"
"2020-03-08","37"
"2020-03-15","64"
"2020-03-22","64"
"2020-03-29","100"
"2020-04-05","78"
"2020-04-12","94"
"2020-04-19","62"
"2020-04-26","71"
"2020-05-03","61"
"2020-05-10","69"
"2020-05-17","66"
"2020-05-24","47"
"2020-05-31","51"
"2020-06-07","44"
"2020-06-14","49"
"2020-06-21","47"
"2020-06-28","52"
"2020-07-05","44"
"2020-07-12","54"
"2020-07-19","40"
"2020-07-26","42"
"2020-08-02","47"
"2020-08-09","61"
"2020-08-16","40"
"2020-08-23","29"
"2020-08-30","31"
"2020-09-06","49"
"2020-09-13","39"
"2020-09-20","30"
"2020-09-27","40"
