"Time","snap topic"
"2019-09-29","0"
"2019-10-06","0"
"2019-10-13","0"
"2019-10-20","0"
"2019-10-27","0"
"2019-11-03","0"
"2019-11-10","0"
"2019-11-17","0"
"2019-11-24","0"
"2019-12-01","47"
"2019-12-08","0"
"2019-12-15","0"
"2019-12-22","0"
"2019-12-29","0"
"2020-01-05","0"
"2020-01-12","0"
"2020-01-19","0"
"2020-01-26","0"
"2020-02-02","0"
"2020-02-09","0"
"2020-02-16","54"
"2020-02-23","0"
"2020-03-01","43"
"2020-03-08","0"
"2020-03-15","52"
"2020-03-22","57"
"2020-03-29","60"
"2020-04-05","66"
"2020-04-12","100"
"2020-04-19","62"
"2020-04-26","67"
"2020-05-03","62"
"2020-05-10","81"
"2020-05-17","86"
"2020-05-24","50"
"2020-05-31","63"
"2020-06-07","98"
"2020-06-14","51"
"2020-06-21","0"
"2020-06-28","79"
"2020-07-05","48"
"2020-07-12","42"
"2020-07-19","0"
"2020-07-26","49"
"2020-08-02","53"
"2020-08-09","65"
"2020-08-16","53"
"2020-08-23","44"
"2020-08-30","0"
"2020-09-06","0"
"2020-09-13","0"
"2020-09-20","48"
"2020-09-27","44"
