"Time","CalFresh"
"2020-08-30",49
"2020-09-06",43
"2020-09-13",44
"2020-09-20",80
"2020-09-27",73
"2020-10-04",44
"2020-10-11",0
"2020-10-18",0
"2020-10-25",79
"2020-11-01",0
"2020-11-08",63
"2020-11-15",57
"2020-11-22",65
"2020-11-29",57
"2020-12-06",51
"2020-12-13",73
"2020-12-20",0
"2020-12-27",0
"2021-01-03",71
"2021-01-10",74
"2021-01-17",65
"2021-01-24",0
"2021-01-31",87
"2021-02-07",99
"2021-02-14",100
"2021-02-21",51
"2021-02-28",77
"2021-03-07",0
"2021-03-14",43
"2021-03-21",0
"2021-03-28",0
"2021-04-04",65
"2021-04-11",97
"2021-04-18",0
"2021-04-25",85
"2021-05-02",0
"2021-05-09",54
"2021-05-16",0
"2021-05-23",62
"2021-05-30",96
"2021-06-06",78
"2021-06-13",55
"2021-06-20",79
"2021-06-27",83
"2021-07-04",60
"2021-07-11",59
"2021-07-18",58
"2021-07-25",0
"2021-08-01",98
"2021-08-08",74
"2021-08-15",89
"2021-08-22",67
"2021-08-29",0
