"Time","CalFresh"
"2019-09-29",35
"2019-10-06",37
"2019-10-13",31
"2019-10-20",28
"2019-10-27",29
"2019-11-03",33
"2019-11-10",27
"2019-11-17",25
"2019-11-24",15
"2019-12-01",31
"2019-12-08",24
"2019-12-15",21
"2019-12-22",17
"2019-12-29",26
"2020-01-05",29
"2020-01-12",27
"2020-01-19",24
"2020-01-26",25
"2020-02-02",32
"2020-02-09",27
"2020-02-16",22
"2020-02-23",22
"2020-03-01",27
"2020-03-08",29
"2020-03-15",50
"2020-03-22",62
"2020-03-29",72
"2020-04-05",86
"2020-04-12",100
"2020-04-19",70
"2020-04-26",92
"2020-05-03",75
"2020-05-10",83
"2020-05-17",94
"2020-05-24",64
"2020-05-31",59
"2020-06-07",62
"2020-06-14",54
"2020-06-21",46
"2020-06-28",51
"2020-07-05",50
"2020-07-12",56
"2020-07-19",45
"2020-07-26",46
"2020-08-02",51
"2020-08-09",53
"2020-08-16",46
"2020-08-23",42
"2020-08-30",46
"2020-09-06",44
"2020-09-13",42
"2020-09-20",36
"2020-09-27",43
