"Time","CalFresh"
"2020-08-30",69
"2020-09-06",57
"2020-09-13",54
"2020-09-20",58
"2020-09-27",60
"2020-10-04",65
"2020-10-11",75
"2020-10-18",58
"2020-10-25",50
"2020-11-01",51
"2020-11-08",60
"2020-11-15",68
"2020-11-22",43
"2020-11-29",73
"2020-12-06",58
"2020-12-13",81
"2020-12-20",72
"2020-12-27",75
"2021-01-03",79
"2021-01-10",79
"2021-01-17",64
"2021-01-24",68
"2021-01-31",75
"2021-02-07",83
"2021-02-14",65
"2021-02-21",73
"2021-02-28",82
"2021-03-07",70
"2021-03-14",54
"2021-03-21",57
"2021-03-28",73
"2021-04-04",82
"2021-04-11",74
"2021-04-18",58
"2021-04-25",61
"2021-05-02",73
"2021-05-09",65
"2021-05-16",69
"2021-05-23",59
"2021-05-30",63
"2021-06-06",79
"2021-06-13",68
"2021-06-20",69
"2021-06-27",77
"2021-07-04",76
"2021-07-11",96
"2021-07-18",70
"2021-07-25",70
"2021-08-01",80
"2021-08-08",84
"2021-08-15",85
"2021-08-22",100
"2021-08-29",92
