"Time","CalFresh"
"2021-08-01",0
"2021-08-08",0
"2021-08-15",0
"2021-08-22",0
"2021-08-29",0
"2021-09-05",0
"2021-09-12",0
"2021-09-19",0
"2021-09-26",0
"2021-10-03",0
"2021-10-10",0
"2021-10-17",0
"2021-10-24",0
"2021-10-31",0
"2021-11-07",0
"2021-11-14",0
"2021-11-21",0
"2021-11-28",0
"2021-12-05",0
"2021-12-12",0
"2021-12-19",0
"2021-12-26",0
"2022-01-02",0
"2022-01-09",0
"2022-01-16",57
"2022-01-23",59
"2022-01-30",0
"2022-02-06",48
"2022-02-13",0
"2022-02-20",40
"2022-02-27",100
"2022-03-06",72
"2022-03-13",42
"2022-03-20",0
"2022-03-27",0
"2022-04-03",37
"2022-04-10",0
"2022-04-17",0
"2022-04-24",0
"2022-05-01",0
"2022-05-08",36
"2022-05-15",0
"2022-05-22",0
"2022-05-29",0
"2022-06-05",0
"2022-06-12",0
"2022-06-19",0
"2022-06-26",50
"2022-07-03",49
"2022-07-10",0
"2022-07-17",0
"2022-07-24",46
"2022-07-31",46
