"Time","food stamps"
"2019-09-29","0"
"2019-10-06","0"
"2019-10-13","0"
"2019-10-20","0"
"2019-10-27","0"
"2019-11-03","0"
"2019-11-10","37"
"2019-11-17","36"
"2019-11-24","0"
"2019-12-01","31"
"2019-12-08","43"
"2019-12-15","36"
"2019-12-22","0"
"2019-12-29","0"
"2020-01-05","43"
"2020-01-12","31"
"2020-01-19","30"
"2020-01-26","23"
"2020-02-02","34"
"2020-02-09","0"
"2020-02-16","30"
"2020-02-23","27"
"2020-03-01","43"
"2020-03-08","35"
"2020-03-15","23"
"2020-03-22","59"
"2020-03-29","80"
"2020-04-05","100"
"2020-04-12","68"
"2020-04-19","34"
"2020-04-26","46"
"2020-05-03","43"
"2020-05-10","61"
"2020-05-17","41"
"2020-05-24","40"
"2020-05-31","40"
"2020-06-07","42"
"2020-06-14","31"
"2020-06-21","27"
"2020-06-28","35"
"2020-07-05","40"
"2020-07-12","29"
"2020-07-19","0"
"2020-07-26","30"
"2020-08-02","46"
"2020-08-09","39"
"2020-08-16","28"
"2020-08-23","32"
"2020-08-30","50"
"2020-09-06","36"
"2020-09-13","30"
"2020-09-20","23"
"2020-09-27","32"
