"Time","food stamps"
"2020-08-30","68"
"2020-09-06","49"
"2020-09-13","41"
"2020-09-20","31"
"2020-09-27","44"
"2020-10-04","45"
"2020-10-11","72"
"2020-10-18","55"
"2020-10-25","39"
"2020-11-01","52"
"2020-11-08","48"
"2020-11-15","44"
"2020-11-22","37"
"2020-11-29","79"
"2020-12-06","36"
"2020-12-13","49"
"2020-12-20","41"
"2020-12-27","33"
"2021-01-03","47"
"2021-01-10","67"
"2021-01-17","49"
"2021-01-24","50"
"2021-01-31","41"
"2021-02-07","40"
"2021-02-14","0"
"2021-02-21","36"
"2021-02-28","52"
"2021-03-07","50"
"2021-03-14","34"
"2021-03-21","49"
"2021-03-28","51"
"2021-04-04","56"
"2021-04-11","50"
"2021-04-18","0"
"2021-04-25","36"
"2021-05-02","62"
"2021-05-09","0"
"2021-05-16","0"
"2021-05-23","0"
"2021-05-30","53"
"2021-06-06","99"
"2021-06-13","54"
"2021-06-20","42"
"2021-06-27","39"
"2021-07-04","42"
"2021-07-11","43"
"2021-07-18","57"
"2021-07-25","80"
"2021-08-01","41"
"2021-08-08","31"
"2021-08-15","70"
"2021-08-22","46"
"2021-08-29","100"
